Temperature ( C) , Humidity ( %) , Light ( lx) , Battery ( %) , Solar Panel ( V) , Carbon Monxide ( kOhm) , Nitrogen Dioxide ( kOhm) , Noise ( dB) , UTC
21.50,49.00,4540.80,78.30,0.00,429.34,28.33,67.29,2016-02-00 19:00:06
21.50,49.10,4540.80,78.40,0.00,431.57,28.32,65.34,2016-02-00 19:00:16
21.60,49.00,4540.80,78.30,0.00,432.73,28.47,65.13,2016-02-00 19:00:26
21.60,49.00,4540.80,78.00,0.00,425.88,28.46,60.00,2016-02-00 19:00:36
21.60,49.00,4540.80,78.30,0.00,425.93,28.46,54.79,2016-02-00 19:00:46
21.60,48.90,4540.80,77.80,0.00,429.28,28.59,56.05,2016-02-00 19:00:56
21.60,49.00,4540.80,78.00,0.00,425.89,28.53,62.79,2016-02-00 19:01:06
21.60,49.00,4540.80,78.20,0.00,432.79,28.61,62.68,2016-02-00 19:01:16
21.60,49.00,4540.80,78.30,0.00,429.30,28.60,62.79,2016-02-00 19:01:26
21.60,49.00,4540.80,77.90,0.00,429.33,28.61,65.60,2016-02-00 19:01:36
21.60,48.90,4540.80,77.90,0.00,425.97,28.60,64.93,2016-02-00 19:01:47
21.60,48.80,4540.80,78.30,0.00,432.68,28.60,49.47,2016-02-00 19:01:57
21.60,48.90,4540.80,77.90,0.00,427.72,28.60,54.84,2016-02-00 19:02:07
21.60,48.90,4540.80,78.30,0.00,425.93,28.53,60.05,2016-02-00 19:02:17
21.60,48.90,4540.80,78.00,0.00,419.21,28.45,66.75,2016-02-00 19:02:27
21.60,48.90,4540.80,78.00,0.00,432.14,28.46,62.95,2016-02-00 19:02:37
21.50,48.90,4540.80,77.80,0.00,426.03,28.61,64.19,2016-02-00 19:02:47
21.50,48.90,4540.80,77.90,0.00,428.76,28.60,52.68,2016-02-00 19:02:57
21.50,49.10,4540.80,77.90,0.00,423.67,28.60,52.21,2016-02-00 19:03:07
21.50,48.90,4540.80,77.90,0.00,425.92,28.60,60.47,2016-02-00 19:03:17
21.40,48.90,4540.80,77.80,0.00,426.08,28.61,49.52,2016-02-00 19:03:27
21.40,49.00,4540.80,77.90,0.00,425.94,28.46,55.63,2016-02-00 19:03:37
21.30,49.00,4540.80,77.80,0.00,429.46,28.48,54.84,2016-02-00 19:03:47
21.30,49.10,4540.80,77.90,0.00,425.98,28.47,64.06,2016-02-00 19:03:57
21.30,49.30,4540.80,77.90,0.00,426.23,28.47,60.00,2016-02-00 19:04:07
21.30,49.20,4540.80,78.00,0.00,425.84,28.45,51.79,2016-02-00 19:04:17
21.30,49.30,4540.80,77.90,0.00,426.01,28.47,64.75,2016-02-00 19:04:27
21.30,49.30,4540.80,77.80,0.00,426.02,28.38,50.89,2016-02-00 19:04:37
21.20,49.30,4540.80,77.90,0.00,422.66,28.33,60.10,2016-02-00 19:04:47
21.20,49.30,4540.80,77.90,0.00,423.30,28.33,66.14,2016-02-00 19:04:57
21.20,49.30,4540.80,77.90,0.00,429.35,28.34,67.00,2016-02-00 19:05:07
21.10,49.40,4540.80,77.90,0.00,425.95,28.43,64.93,2016-02-00 19:05:17
21.10,49.50,4540.80,78.00,0.00,425.86,28.45,65.33,2016-02-00 19:05:27
21.10,49.50,4540.80,78.00,0.00,432.63,28.46,65.44,2016-02-00 19:05:37
21.00,49.60,4540.80,77.90,0.00,431.56,28.60,64.96,2016-02-00 19:05:47
21.00,49.70,4540.80,77.90,0.00,425.96,28.60,65.63,2016-02-00 19:05:57
21.00,49.70,4540.80,78.00,0.00,432.57,28.59,68.25,2016-02-00 19:06:07
21.00,49.70,4540.80,77.80,0.00,429.42,28.61,67.14,2016-02-00 19:06:17
21.00,49.80,4540.80,77.90,0.00,429.19,28.60,70.93,2016-02-00 19:06:27
21.00,49.90,4540.80,77.90,0.00,429.36,28.61,71.24,2016-02-00 19:06:37
20.90,50.00,4540.80,77.90,0.00,426.03,28.61,66.65,2016-02-00 19:06:47
21.00,50.00,4540.80,78.00,0.00,425.70,28.59,68.87,2016-02-00 19:06:57
21.00,50.00,4540.80,78.00,0.00,422.47,28.59,67.63,2016-02-00 19:07:07
21.00,49.90,4540.80,77.90,0.00,422.75,28.60,68.66,2016-02-00 19:07:17
21.00,49.90,4540.80,77.90,0.00,419.33,28.60,67.36,2016-02-00 19:07:27
21.00,49.80,4540.80,77.90,0.00,422.69,28.60,67.46,2016-02-00 19:07:37
21.10,49.70,4540.80,77.90,0.00,425.95,28.48,67.18,2016-02-00 19:07:47
21.20,49.60,4540.80,77.90,0.00,426.01,28.60,65.76,2016-02-00 19:07:57
21.20,49.50,4540.80,77.50,0.00,425.90,28.59,70.92,2016-02-00 19:08:08
21.20,49.50,4540.80,77.90,0.00,425.92,28.60,66.44,2016-02-00 19:08:18
21.20,49.50,4540.80,77.50,0.00,422.59,28.60,71.60,2016-02-00 19:08:28
21.30,49.50,4540.80,78.00,0.00,419.32,28.54,66.23,2016-02-00 19:08:38
21.30,49.50,4540.80,77.50,0.00,422.58,28.46,66.11,2016-02-00 19:08:48
21.30,49.50,4540.80,77.90,0.00,419.37,28.46,64.94,2016-02-00 19:08:58
21.30,49.60,4540.80,77.90,0.00,419.34,28.51,64.88,2016-02-00 19:09:08
21.40,49.50,4540.80,77.50,0.00,422.67,28.60,66.57,2016-02-00 19:09:18
21.40,49.40,4540.80,77.50,0.00,419.38,28.60,64.46,2016-02-00 19:09:28
21.40,49.30,4540.80,77.50,0.00,419.22,28.46,67.77,2016-02-00 19:09:38
21.40,49.30,4540.80,77.50,0.00,425.89,28.60,65.29,2016-02-00 19:09:48
21.40,49.40,4540.80,77.50,0.00,422.59,28.60,59.53,2016-02-00 19:09:58
21.40,49.30,4540.80,77.50,0.00,422.53,28.59,54.79,2016-02-00 19:10:08
21.40,49.20,4540.80,77.50,0.00,422.63,28.60,41.53,2016-02-00 19:10:18
21.40,49.30,4540.80,77.50,0.00,422.56,28.71,54.79,2016-02-00 19:10:28
21.40,49.20,4540.80,77.50,0.00,419.32,28.60,64.96,2016-02-00 19:10:38
21.50,49.30,4540.80,77.50,0.00,419.29,28.59,62.48,2016-02-00 19:10:48
21.50,49.10,4540.80,77.50,0.00,422.53,28.60,65.25,2016-02-00 19:10:58
21.50,49.20,4540.80,77.50,0.00,425.84,28.60,60.05,2016-02-00 19:11:08
21.50,49.10,4540.80,77.50,0.00,422.55,28.59,64.75,2016-02-00 19:11:18
21.40,49.20,4540.80,77.50,0.00,410.58,28.59,65.71,2016-02-00 19:11:28
21.50,49.20,4540.80,77.50,0.00,416.14,28.46,71.21,2016-02-00 19:11:38
21.50,49.10,4540.80,77.50,0.00,422.63,28.46,51.89,2016-02-00 19:11:48
21.50,49.10,4540.80,77.50,0.00,422.65,28.47,60.10,2016-02-00 19:11:58
21.50,49.10,4540.80,77.50,0.00,422.65,28.47,54.73,2016-02-00 19:12:08
21.50,49.10,4540.80,77.50,0.00,425.63,28.59,64.93,2016-02-00 19:12:18
21.40,49.00,4540.80,77.50,0.00,418.74,28.59,64.13,2016-02-00 19:12:28
21.40,49.00,4540.80,77.50,0.00,419.32,28.59,60.21,2016-02-00 19:12:38
21.40,49.10,4540.80,77.50,0.00,412.97,28.46,55.31,2016-02-00 19:12:48
21.30,49.10,4540.80,77.50,0.00,419.37,28.47,54.79,2016-02-00 19:12:58
21.30,49.20,4540.80,77.50,0.00,419.26,28.33,60.79,2016-02-00 19:13:08
21.30,49.20,4540.80,77.50,0.00,412.96,28.32,51.16,2016-02-00 19:13:18
21.20,49.20,4540.80,77.50,0.00,422.59,28.29,55.42,2016-02-00 19:13:28
21.10,49.30,4540.80,77.50,0.00,419.32,28.32,64.94,2016-02-00 19:13:38
21.10,49.50,4540.80,77.50,0.00,422.61,28.33,53.74,2016-02-00 19:13:48
21.00,49.60,4540.80,77.50,0.00,419.30,28.45,64.80,2016-02-00 19:13:58
21.00,49.70,4540.80,77.50,0.00,416.07,28.46,65.31,2016-02-00 19:14:08
21.00,49.70,4540.80,77.50,0.00,416.14,28.37,65.30,2016-02-00 19:14:19
21.00,49.70,4540.80,77.50,0.00,422.52,28.45,65.61,2016-02-00 19:14:29
21.00,49.80,4540.80,77.50,0.00,422.52,28.45,66.48,2016-02-00 19:14:39
20.90,49.80,4540.80,77.50,0.00,419.80,28.45,65.27,2016-02-00 19:14:49
20.80,49.90,4540.80,77.50,0.00,425.83,28.46,54.89,2016-02-00 19:14:59
20.80,50.00,4540.80,77.50,0.00,425.80,28.60,64.44,2016-02-00 19:15:09
20.70,50.20,4540.80,77.50,0.00,425.84,28.73,65.69,2016-02-00 19:15:19
20.70,50.20,4540.80,77.50,0.00,425.87,28.87,65.96,2016-02-00 19:15:29
20.80,50.20,4540.80,77.50,0.00,424.90,28.87,68.41,2016-02-00 19:15:39
20.70,50.20,4540.80,77.50,0.00,425.42,28.88,66.63,2016-02-00 19:15:49
20.70,50.30,4540.80,77.50,0.00,419.37,28.88,67.65,2016-02-00 19:15:59
20.70,50.30,4540.80,77.50,0.00,422.66,28.88,66.81,2016-02-00 19:16:09
20.70,50.40,4540.80,77.50,0.00,422.48,28.87,67.48,2016-02-00 19:16:19
20.80,50.40,4540.80,77.10,0.00,422.44,28.85,67.56,2016-02-00 19:16:29
20.80,50.40,4540.80,77.10,0.00,419.25,28.85,67.19,2016-02-00 19:16:39
20.80,50.30,4540.80,77.00,0.00,422.04,28.73,68.23,2016-02-00 19:16:49
20.90,50.10,4540.80,77.00,0.00,420.95,28.73,65.20,2016-02-00 19:16:59
21.00,50.10,4540.80,77.10,0.00,419.20,28.73,66.16,2016-02-00 19:17:09
21.00,50.20,4540.80,77.10,0.00,422.41,28.73,70.84,2016-02-00 19:17:19
21.00,50.00,4540.80,77.00,0.00,414.90,28.74,60.05,2016-02-00 19:17:29
21.10,49.90,4540.80,77.00,0.00,419.28,28.73,66.69,2016-02-00 19:17:39
21.10,49.80,4540.80,77.00,0.00,409.73,28.63,65.64,2016-02-00 19:17:49
21.10,49.90,4540.80,77.10,0.00,415.91,28.70,66.37,2016-02-00 19:17:59
21.10,49.80,4540.80,77.00,0.00,416.06,28.59,71.62,2016-02-00 19:18:09
21.20,49.80,4540.80,77.00,0.00,419.09,28.60,67.12,2016-02-00 19:18:19
21.20,49.70,4540.80,77.10,0.00,419.28,28.59,64.94,2016-02-00 19:18:29
21.20,49.80,4540.80,77.10,0.00,412.83,28.59,65.53,2016-02-00 19:18:39
21.20,49.70,4540.80,77.10,0.00,416.05,28.59,64.92,2016-02-00 19:18:49
21.20,49.70,4540.80,77.10,0.00,418.30,28.58,64.94,2016-02-00 19:18:59
21.30,49.70,4540.80,77.00,0.00,411.26,28.60,64.89,2016-02-00 19:19:09
21.30,49.60,4540.80,77.10,0.00,419.09,28.59,66.56,2016-02-00 19:19:19
21.30,49.60,4540.80,77.00,0.00,416.10,28.60,55.68,2016-02-00 19:19:29
21.30,49.60,4540.80,77.10,0.00,419.26,28.73,55.79,2016-02-00 19:19:39
21.30,49.60,4540.80,77.00,0.00,415.99,28.73,60.16,2016-02-00 19:19:49
21.30,49.50,4540.80,77.00,0.00,412.89,28.73,51.21,2016-02-00 19:19:59
21.30,49.50,4540.80,77.00,0.00,412.94,28.73,68.46,2016-02-00 19:20:09
21.30,49.30,4540.80,77.00,0.00,416.08,28.64,68.95,2016-02-00 19:20:19
21.30,49.40,4540.80,77.00,0.00,416.08,28.61,67.49,2016-02-00 19:20:29
21.40,49.40,4540.80,77.00,0.00,410.56,28.74,66.36,2016-02-00 19:20:40
21.40,49.40,4540.80,77.00,0.00,412.92,28.61,66.08,2016-02-00 19:20:50
21.40,49.40,4540.80,77.00,0.00,409.78,28.59,64.12,2016-02-00 19:21:00
21.40,49.40,4540.80,76.60,0.00,409.75,28.60,60.53,2016-02-00 19:21:10
21.40,49.30,4540.80,77.00,0.00,416.06,28.60,54.95,2016-02-00 19:21:20
21.40,49.30,4540.80,76.60,0.00,416.17,28.60,65.12,2016-02-00 19:21:30
21.40,49.30,4540.80,77.00,0.00,419.02,28.60,61.11,2016-02-00 19:21:40
21.40,49.30,4540.80,77.10,0.00,412.87,28.59,64.50,2016-02-00 19:21:50
21.30,49.10,4540.80,77.00,0.00,411.44,28.61,66.44,2016-02-00 19:22:00
21.30,49.10,4540.80,77.00,0.00,416.08,28.73,64.39,2016-02-00 19:22:10
21.30,49.30,4540.80,77.00,0.00,406.73,28.60,64.29,2016-02-00 19:22:20
21.20,49.30,4540.80,76.60,0.00,412.84,28.60,64.93,2016-02-00 19:22:30
21.20,49.30,4540.80,77.10,0.00,416.05,28.59,64.86,2016-02-00 19:22:40
21.10,49.40,4540.80,77.00,0.00,416.14,28.60,60.05,2016-02-00 19:22:50
21.10,49.40,4540.80,77.10,0.00,416.04,28.59,49.47,2016-02-00 19:23:00
21.10,49.60,4540.80,76.60,0.00,418.85,28.60,64.30,2016-02-00 19:23:10
21.10,49.50,4540.80,77.00,0.00,416.45,28.59,49.52,2016-02-00 19:23:20
21.00,49.60,4540.80,77.20,0.00,416.05,28.58,64.13,2016-02-00 19:23:30
21.00,49.70,4540.80,77.00,0.00,419.37,28.61,54.79,2016-02-00 19:23:40
21.00,49.70,4540.80,77.10,0.00,412.79,28.58,55.16,2016-02-00 19:23:50
21.00,49.70,4540.80,77.00,0.00,415.87,28.59,66.21,2016-02-00 19:24:00
20.90,49.70,4540.80,76.60,0.00,419.30,28.72,61.21,2016-02-00 19:24:10
20.90,49.80,4540.80,77.10,0.00,419.25,28.73,66.03,2016-02-00 19:24:20
20.90,49.90,4540.80,77.10,0.00,416.00,28.72,66.53,2016-02-00 19:24:30
20.90,49.90,4540.80,77.10,0.00,417.43,28.72,68.45,2016-02-00 19:24:40
20.90,49.90,4540.80,77.10,0.00,419.19,28.72,60.11,2016-02-00 19:24:50
20.90,49.90,4540.80,77.10,0.00,415.99,28.73,58.42,2016-02-00 19:25:00
20.90,49.90,4540.80,77.00,0.00,419.37,28.87,66.44,2016-02-00 19:25:10
20.80,50.00,4540.80,77.10,0.00,418.99,28.87,66.02,2016-02-00 19:25:20
20.80,50.10,4540.80,76.60,0.00,412.87,28.87,70.94,2016-02-00 19:25:30
20.80,50.20,4540.80,76.70,0.00,416.44,28.87,65.59,2016-02-00 19:25:40
20.80,50.20,4540.80,76.70,0.00,412.73,28.86,68.29,2016-02-00 19:25:50
20.90,50.10,4540.80,76.60,0.00,416.05,28.75,67.19,2016-02-00 19:26:00
20.90,50.20,4540.80,76.70,0.00,416.08,28.72,70.89,2016-02-00 19:26:10
21.00,50.10,4540.80,76.70,0.00,416.23,28.86,66.22,2016-02-00 19:26:20
21.00,50.10,4540.80,76.60,0.00,413.34,28.88,65.59,2016-02-00 19:26:30
21.00,50.00,4540.80,76.70,0.00,419.25,28.87,71.23,2016-02-00 19:26:40
21.00,49.90,4540.80,76.60,0.00,411.76,28.88,66.31,2016-02-00 19:26:50
21.10,49.90,4540.80,76.60,0.00,412.44,28.88,65.45,2016-02-00 19:27:01
21.10,49.80,4540.80,76.60,0.00,412.91,28.74,75.44,2016-02-00 19:27:11
21.10,49.80,4540.80,76.60,0.00,409.77,28.73,67.25,2016-02-00 19:27:21
21.20,49.70,4540.80,76.60,0.00,412.90,28.71,65.93,2016-02-00 19:27:31
21.20,49.50,4540.80,76.60,0.00,415.90,28.73,76.52,2016-02-00 19:27:41
21.20,49.50,4540.80,76.60,0.00,406.61,28.73,65.53,2016-02-00 19:27:51
21.20,49.50,4540.80,76.70,0.00,409.89,28.72,68.54,2016-02-00 19:28:01
21.20,49.60,4540.80,76.60,0.00,412.87,28.62,71.14,2016-02-00 19:28:11
21.20,49.60,4540.80,76.60,0.00,412.90,28.73,65.17,2016-02-00 19:28:21
21.20,49.60,4540.80,76.60,0.00,409.81,28.74,68.50,2016-02-00 19:28:31
21.30,49.60,4540.80,76.60,0.00,412.94,28.74,67.94,2016-02-00 19:28:41
21.30,49.60,4540.80,76.60,0.00,406.65,28.86,67.41,2016-02-00 19:28:51
21.30,49.50,4540.80,76.50,0.00,409.90,28.75,57.68,2016-02-00 19:29:01
21.30,49.50,4540.80,76.60,0.00,412.95,28.74,60.05,2016-02-00 19:29:11
21.30,49.50,4540.80,76.60,0.00,409.76,28.74,62.21,2016-02-00 19:29:21
21.30,49.40,4540.80,76.60,0.00,407.13,28.73,64.65,2016-02-00 19:29:31
21.40,49.40,4540.80,76.60,0.00,406.67,28.74,64.17,2016-02-00 19:29:41
21.40,49.40,4540.80,76.70,0.00,403.52,28.72,64.25,2016-02-00 19:29:51
21.40,49.40,4540.80,76.60,0.00,409.75,28.59,65.13,2016-02-00 19:30:01
21.40,49.40,4540.80,76.70,0.00,412.92,28.60,65.62,2016-02-00 19:30:11
21.40,49.30,4540.80,76.60,0.00,409.81,28.74,66.41,2016-02-00 19:30:21
21.40,49.30,4540.80,76.60,0.00,406.62,28.73,52.79,2016-02-00 19:30:31
21.40,49.30,4540.80,76.60,0.00,409.67,28.73,61.58,2016-02-00 19:30:41
21.40,49.20,4540.80,76.60,0.00,409.78,28.73,61.90,2016-02-00 19:30:51
21.40,49.10,4540.80,76.60,0.00,412.94,28.73,64.29,2016-02-00 19:31:01
21.40,49.20,4540.80,76.60,0.00,406.85,28.74,64.21,2016-02-00 19:31:11
21.40,49.00,4540.80,76.60,0.00,406.74,28.74,54.47,2016-02-00 19:31:21
21.40,49.20,4540.80,76.60,0.00,409.76,28.80,64.84,2016-02-00 19:31:31
21.30,49.10,4540.80,76.60,0.00,409.76,28.74,65.60,2016-02-00 19:31:41
21.30,49.10,4540.80,76.60,0.00,406.51,28.87,66.33,2016-02-00 19:31:51
21.20,49.10,4540.80,76.70,0.00,409.63,28.72,59.85,2016-02-00 19:32:01
21.10,49.20,4540.80,76.60,0.00,416.05,28.73,66.54,2016-02-00 19:32:11
21.10,49.30,4540.80,76.60,0.00,412.87,28.73,65.52,2016-02-00 19:32:21
21.10,49.40,4540.80,76.60,0.00,412.58,28.73,60.69,2016-02-00 19:32:31
21.10,49.40,4540.80,76.70,0.00,412.85,28.73,64.74,2016-02-00 19:32:41
21.10,49.50,4540.80,76.20,0.00,409.75,28.73,54.37,2016-02-00 19:32:51
21.10,49.60,4540.80,76.70,0.00,403.53,28.72,65.03,2016-02-00 19:33:01
21.00,49.60,4540.80,76.20,0.00,415.92,28.73,65.55,2016-02-00 19:33:11
21.00,49.60,4540.80,76.60,0.00,409.85,28.74,64.11,2016-02-00 19:33:22
21.00,49.70,4540.80,76.20,0.00,409.75,28.73,68.14,2016-02-00 19:33:32
21.00,49.70,4540.80,76.70,0.00,409.67,28.72,68.31,2016-02-00 19:33:42
21.00,49.80,4540.80,76.20,0.00,409.88,28.73,66.84,2016-02-00 19:33:52
20.90,49.80,4540.80,76.30,0.00,416.01,28.86,71.64,2016-02-00 19:34:02
20.90,49.80,4540.80,76.30,0.00,415.99,28.99,70.82,2016-02-00 19:34:12
20.80,49.90,4540.80,76.20,0.00,409.78,29.01,71.02,2016-02-00 19:34:22
20.80,49.90,4540.80,76.20,0.00,416.06,29.01,71.56,2016-02-00 19:34:32
20.80,50.70,4540.80,76.40,0.00,382.87,29.48,64.95,2016-02-00 19:34:42
20.80,50.50,4540.80,76.20,0.00,416.09,29.36,66.63,2016-02-00 19:34:52
20.70,50.30,4540.80,76.20,0.00,415.90,29.79,71.56,2016-02-00 19:35:02
20.70,50.30,4540.80,76.20,0.00,416.08,29.94,68.24,2016-02-00 19:35:12
20.70,50.90,4540.80,76.20,0.00,403.57,29.93,71.74,2016-02-00 19:35:22
20.70,50.50,4540.80,76.20,0.00,415.74,30.08,70.93,2016-02-00 19:35:32
20.70,50.40,4540.80,76.20,0.00,416.03,30.07,67.64,2016-02-00 19:35:42
20.70,50.40,4540.80,76.20,0.00,412.90,30.07,68.58,2016-02-00 19:35:52
20.80,50.40,4540.80,76.20,0.00,416.06,29.93,71.55,2016-02-00 19:36:02
20.80,50.40,4540.80,76.20,0.00,412.90,29.93,66.05,2016-02-00 19:36:12
20.80,50.50,4540.80,76.30,0.00,385.70,29.65,70.89,2016-02-00 19:36:22
20.90,50.40,4540.80,76.30,0.00,406.57,29.65,68.83,2016-02-00 19:36:32
20.90,50.30,4540.80,76.20,0.00,406.65,29.64,67.51,2016-02-00 19:36:42
21.00,50.30,4540.80,76.20,0.00,406.68,29.65,67.01,2016-02-00 19:36:52
21.00,50.30,4540.80,76.20,0.00,402.23,29.63,72.49,2016-02-00 19:37:02
21.10,50.30,4540.80,76.20,0.00,397.55,29.50,66.46,2016-02-00 19:37:12
21.10,50.20,4540.80,76.20,0.00,403.43,29.38,67.21,2016-02-00 19:37:22
21.10,50.10,4540.80,76.20,0.00,404.10,29.36,64.94,2016-02-00 19:37:32
21.10,50.20,4540.80,76.30,0.00,403.51,29.21,67.55,2016-02-00 19:37:42
21.10,50.20,4540.80,76.20,0.00,391.93,29.22,70.84,2016-02-00 19:37:52
21.20,50.10,4540.80,75.80,0.00,400.53,29.12,67.22,2016-02-00 19:38:02
21.20,50.00,4540.80,76.20,0.00,403.55,29.16,58.74,2016-02-00 19:38:12
21.20,49.90,4540.80,76.20,0.00,405.93,29.21,64.26,2016-02-00 19:38:22
21.20,49.90,4540.80,76.20,0.00,400.61,29.23,55.63,2016-02-00 19:38:32
21.20,50.00,4540.80,76.20,0.00,397.57,29.22,65.15,2016-02-00 19:38:42
21.30,49.90,4540.80,76.20,0.00,403.54,29.21,65.10,2016-02-00 19:38:52
21.30,49.90,4540.80,76.10,0.00,401.25,29.23,62.05,2016-02-00 19:39:02
21.30,49.80,4540.80,76.20,0.00,403.65,29.23,64.34,2016-02-00 19:39:12
21.40,49.70,4540.80,76.20,0.00,403.55,29.22,67.03,2016-02-00 19:39:22
21.40,49.90,4540.80,75.80,0.00,397.55,29.07,68.05,2016-02-00 19:39:32
21.40,51.00,4540.80,76.20,0.00,366.83,28.39,50.21,2016-02-00 19:39:43
21.40,50.00,4540.80,76.20,0.00,397.54,28.66,64.29,2016-02-00 19:39:53
21.40,49.50,4540.80,75.80,0.00,406.64,29.06,54.84,2016-02-00 19:40:03
21.40,49.50,4540.80,76.20,0.00,409.68,29.21,50.42,2016-02-00 19:40:13
21.40,49.40,4540.80,76.10,0.00,403.69,29.37,66.03,2016-02-00 19:40:23
21.40,49.20,4540.80,75.80,0.00,409.66,29.37,50.00,2016-02-00 19:40:33
21.40,49.00,4540.80,75.80,0.00,405.95,29.35,64.03,2016-02-00 19:40:43
21.30,49.00,4540.80,75.80,0.00,404.24,29.22,49.63,2016-02-00 19:40:53
21.30,49.00,4540.80,75.80,0.00,406.56,29.22,59.74,2016-02-00 19:41:03
21.30,49.00,4540.80,75.70,0.00,411.36,29.36,49.94,2016-02-00 19:41:13
21.30,49.20,4540.80,76.10,0.00,406.67,29.37,57.00,2016-02-00 19:41:23
21.30,49.30,4540.80,75.70,0.00,406.56,29.36,64.16,2016-02-00 19:41:33
21.30,49.10,4540.80,75.80,0.00,406.64,29.35,54.79,2016-02-00 19:41:43
21.20,49.10,4540.80,75.80,0.00,409.81,29.36,64.80,2016-02-00 19:41:53
21.20,49.20,4540.80,75.70,0.00,407.76,29.37,72.48,2016-02-00 19:42:03
21.20,49.30,4540.80,75.80,0.00,406.62,29.36,59.79,2016-02-00 19:42:13
21.20,49.30,4540.80,75.70,0.00,409.82,29.37,60.05,2016-02-00 19:42:23
21.20,49.40,4540.80,75.70,0.00,409.89,29.38,65.47,2016-02-00 19:42:33
21.10,49.50,4540.80,75.80,0.00,400.60,29.37,66.65,2016-02-00 19:42:43
21.10,49.50,4540.80,75.70,0.00,406.70,29.37,67.29,2016-02-00 19:42:53
21.00,49.60,4540.80,75.70,0.00,412.59,29.37,65.74,2016-02-00 19:43:03
21.00,49.70,4540.80,75.80,0.00,410.31,29.50,72.49,2016-02-00 19:43:13
20.90,49.90,4540.80,75.80,0.00,412.89,29.65,64.32,2016-02-00 19:43:23
20.90,49.90,4540.80,75.80,0.00,411.53,29.65,64.29,2016-02-00 19:43:33
20.90,50.00,4540.80,75.70,0.00,409.86,29.65,65.65,2016-02-00 19:43:43
20.90,50.00,4540.80,75.80,0.00,409.80,29.65,67.25,2016-02-00 19:43:53
20.90,50.00,4540.80,75.80,0.00,409.78,29.51,65.13,2016-02-00 19:44:03
20.90,50.10,4540.80,75.70,0.00,409.84,29.51,66.30,2016-02-00 19:44:13
21.00,50.10,4540.80,75.80,0.00,406.97,29.41,68.09,2016-02-00 19:44:23
21.00,50.20,4540.80,75.80,0.00,405.69,29.36,70.88,2016-02-00 19:44:33
21.00,50.10,4540.80,75.80,0.00,406.60,29.36,66.08,2016-02-00 19:44:43
21.10,50.20,4540.80,75.80,0.00,403.62,29.36,70.78,2016-02-00 19:44:53
21.10,50.10,4540.80,75.70,0.00,403.72,29.38,67.47,2016-02-00 19:45:03
21.20,49.90,4540.80,75.80,0.00,406.65,29.36,68.95,2016-02-00 19:45:13
21.20,51.50,4540.80,75.80,0.00,388.60,29.21,67.45,2016-02-00 19:45:23
21.20,50.30,4540.80,75.80,0.00,397.48,29.08,68.23,2016-02-00 19:45:33
21.20,50.10,4540.80,75.80,0.00,400.51,29.07,67.29,2016-02-00 19:45:43
21.20,50.00,4540.80,75.80,0.00,406.13,29.07,70.89,2016-02-00 19:45:53
21.30,50.00,4540.80,75.70,0.00,403.68,29.09,68.36,2016-02-00 19:46:04
21.30,50.00,4540.80,75.80,0.00,401.07,29.08,65.80,2016-02-00 19:46:14
21.30,50.00,4540.80,75.80,0.00,394.30,28.94,65.25,2016-02-00 19:46:24
21.30,49.90,4540.80,75.80,0.00,403.84,28.95,65.78,2016-02-00 19:46:34
21.30,49.80,4540.80,75.80,0.00,400.59,28.94,66.25,2016-02-00 19:46:44
21.40,49.80,4540.80,75.80,0.00,400.55,29.08,65.76,2016-02-00 19:46:54
21.40,49.70,4540.80,75.30,0.00,403.63,29.08,68.39,2016-02-00 19:47:04
21.40,49.70,4540.80,75.40,0.00,402.41,29.07,57.95,2016-02-00 19:47:14
21.40,49.70,4540.80,75.70,0.00,400.64,29.21,49.52,2016-02-00 19:47:24
21.50,49.60,4540.80,75.80,0.00,400.55,29.10,64.94,2016-02-00 19:47:34
21.50,51.30,4540.80,75.80,0.00,391.70,28.80,72.17,2016-02-00 19:47:44
21.60,52.60,4540.80,82.40,0.00,378.73,28.14,83.90,2016-02-00 19:47:54
21.60,50.80,4540.80,82.50,0.00,381.05,28.26,83.46,2016-02-00 19:48:04
21.60,50.20,4540.80,82.50,0.00,403.14,28.42,83.15,2016-02-00 19:48:14
21.60,49.80,4540.80,82.40,0.00,396.57,28.49,82.95,2016-02-00 19:48:24
21.60,49.60,4540.80,83.00,0.00,396.88,28.59,83.36,2016-02-00 19:48:34
21.60,49.20,4540.80,82.90,0.00,393.89,28.66,82.55,2016-02-00 19:48:44
21.60,49.20,4540.80,83.00,0.00,382.27,28.62,82.97,2016-02-00 19:48:54
21.70,49.70,4540.80,83.40,0.00,379.91,28.23,82.70,2016-02-00 19:49:04
21.70,49.00,4540.80,83.10,0.00,402.65,28.31,83.22,2016-02-00 19:49:14
21.70,48.80,4540.80,83.00,0.00,393.15,28.38,87.32,2016-02-00 19:49:24
21.70,48.90,4540.80,83.30,0.00,375.17,28.41,82.62,2016-02-00 19:49:34
21.80,48.70,4540.80,83.00,0.00,390.33,28.36,82.70,2016-02-00 19:49:44
21.80,48.60,4540.80,83.00,0.00,397.17,28.32,82.96,2016-02-00 19:49:54
21.80,48.40,4540.80,83.50,0.00,380.88,28.40,82.49,2016-02-00 19:50:04
21.80,48.40,4540.80,83.40,0.00,392.43,28.46,83.00,2016-02-00 19:50:14
21.80,48.30,4540.80,83.60,0.00,403.70,28.49,82.28,2016-02-00 19:50:24
